,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
283,Sales Account Manager- Construction Software, Digitize Flow,ract ·  5-20 Yrs of Exp · Sales Field · Presentation Skills · Real Estate Sales · English · Customer Service · Construction Software · Business Development - New,Experienced,Full Time,Software Engneering ,  Part Time · Co
284,Oracle Developer, Fekra Construction Investments,· Computer Science · Information Technology (IT) · Oracle · Software Development · Database · PL/SQL · Database Development · TOAD · SQL - August 7,Experienced,Full Time,Software Engneering ,   2-4 Yrs of Ex
285,Junior Software Testing Engineer, MTS-IT,· Information Technology (IT) · Testing · ISTQB · Java · Computer Science · Software Development · SQL · Troubleshooting · Science · Performance · Computer - June 21,Entry Level,Full Time,Software Engneering ,   0-2 Yrs of Ex
286,IT Help Desk Support Specialist - Alexandria, Majorel Egypt,· Computer Science · Engineering · Computer Engineering · Systems Administration · GSuite · SAML SSO · Information Technology (IT) · Technical Support - June 27,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
287,IT Help Desk Support Specialist, Majorel Egypt,· Computer Science · Engineering · Computer Engineering · Systems Administration · GSuite · SAML SSO · Information Technology (IT) · Technical Support - June 27,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
288,Software Engineer-Internship, Klenka,ent · Computer Science · Information Technology (IT) · Software Engineering · Software Development · Computer Engineering · English · Engineering · Oxfam · IT/Software Development - June 22,Manager,Internship,Software Engneering , Internship · St
289,IT Help Desk Specialist, Confidential,· CCNA · MCSA · CCNP · Help Desk · English · Information Technology (IT) · Computer Science · Installation · Microsoft Office · Computer Engineering - July 3,Entry Level,Full Time,IT Category,   0-2 Yrs of Ex
290,IT Specialist, International Modern School,· Information Technology (IT) · Computer Science · Hardware · Configuration · Installation · Technical Support · Communication Skills · Computer Skills - June 24,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
291,IT Specialist, MMG,· Information Technology (IT) · Technical Support · Computer Science · Installation · Troubleshooting · ERP · Installation/Maintenance/Repair - June 17,Experienced,Full Time,IT Category,   4-8 Yrs of Ex
292,Laravel Software Engineer -Alexandria, nWeave LLC, Computer Science · Information Technology (IT) · Software Development · PHP · Laravel · MySQL · CSS · HTML · SQL · Design · English · Programming - June 26,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
293,Senior Software Engineer, Eduapps, Yrs of Exp · Ruby On Rails · Information Technology (IT) · Ruby · Software · Programming · Development · Software Development · Agile · Computer Science - June 12,Experienced,Full Time,Software Engneering ,  Part Time ·  2
294,Senior Software Quality Assurance Engineer, ITIDA, Quality · Software · Computer Engineering · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Engineering - July 11,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
295,Software Tester, DewanSoft, Information Technology (IT) · Automation · Testing · Automation Testing · Test Cases · Software Testing · Test · Computer Science · IT/Software Development - July 7,Entry Level,Full Time,Software Engneering ,   2+ Yrs of Exp
296,Full Stack & React Native Developer, snapsell,  3-5 Yrs of Exp · Full Stack Development · Software Development · React Native · PHP · Java · JavaScript · Computer Science · Information Technology (IT) - New,Experienced,Full Time,Software Engneering ,  Work From Home
297,Backend Developer PHP Symfony - GoLodger.com, GoLodger.com,· PHP · symphony · MVC · Agile · Software Development · Debugging · Database · API · Computer Science · Symphony · Information Technology (IT) · symfony - August 1,Experienced,Full Time,Software Engneering ,   2-3 Yrs of Ex
298,Software Test & Verification Engineer, Confidential,· Automation · Software Testing · Testing · QC · Selenium · QA · Software · Computer Science · Information Technology (IT) · Software Development · English - July 23,Experienced,Full Time,Software Engneering ,   2-5 Yrs of Ex
299,Software Tester, Autsera Limited, Software Development · Game Studio · Information Technology (IT) · Computer Science · Game Development · Quality · Software Testing · Quality Control - June 24,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
300,Associate Software Engineer, Sumerge,· Computer Science · Software Engineering · Software Development · Programming · Coding · Java · Information Technology (IT) · English · Engineering - June 22,Entry Level,Full Time,Software Engneering ,   0-2 Yrs of Ex
301,Senior Software Engineer - Full Stack, Confidential,· Information Technology (IT) · Software Development · Software Engineering · Engineering · Programming · Computer Science · Microsoft Office · javaScript - June 21,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
302,Software Architect Manager, e-finance,Yrs of Exp · Architecture · Software · Computer Science · Engineering · Development · Information Technology (IT) · IT/Software Development - July 6,Manager,Full Time,Software Engneering ,  Manager · 10-1
303,Senior Software QC Engineer, Shgardi,· Quality Control · Computer Science · Software Testing · Software Development · Agile · Software · Software Engineering · Information Technology (IT) - June 15,Experienced,Full Time,Software Engneering ,   4-7 Yrs of Ex
304,Technical Software Project Manager, Obeikan Digital Solutions, · Project Management · Information Technology (IT) · Computer Science · Engineering · Agile · PMP · SRS · MS Office · MS Project · DevOps · Jira · BRD - August 3,Experienced,Full Time,Software Engneering ,   5-10 Yrs of E
305,IT Project & Budgeting Support Specialist, Ghassan Ahmed Alsulaiman for Electronic Services,· English · Computer Engineering · Computer Science · Project Management · Office365 · SharePoint · IT Suppliers · ITIL · Information Technology (IT) - August 1,Experienced,Full Time,IT Category,   3-4 Yrs of Ex
306,HR Specialist / IT Recruiter, SEGMATEK,· Recruitment · IT recruitment · Human Resources (HR) · Personnel · Excel · HR Diploma · MS Office · Human Resources - July 12,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
307,Software Project Manager, LINK Development,rs of Exp · Project Management · Software Development · Computer Science · Software Engineering · Technical · Project · Information Technology (IT) · Software · English - July 4,Manager,Full Time,Software Engneering ,  Manager · 9-15
308,Software Sales Executive, BI-Technologies, Sales · IT · Software Sales · Sales Skills · Sales Target · Computer Science · Software · Software Sles · Software Industry · IT/Software Development - July 15,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
309,Healthcare Software Implementer / HIS..., DMS, Computer Science · Information Technology (IT) · Software Engineering · HIS Applications · healthcare Software Applications · Healthcare · HIS · Maintenance - June 23,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
310,Software Tester, Aman,· Computer Science · Software Testing · Information Technology (IT) · Testing · SQL · Quality · IT/Software Development · Quality - August 1,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
311,Fresh / Experienced Accountant -(Multinational)..., Pillars,· Accounting · Computer Skills · Microsoft Office · Microsoft Excel · Accounting/Finance · Banking - June 23,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
312,NodeJS Software Engineer - Jumia Pay, Jumia, Information Technology (IT) · Computer Science · Software Development · Software Engineering · NodeJS · Software · Programming · NoSQL · Design · Docker - June 22,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
313,Senior Java Developer, Confidential, · Computer Science · Information Technology (IT) · Java · Software Development · Software Engineering · Software · Testing · Coding · Engineering · English - July 26,Experienced,Full Time,Software Engneering ,   5-10 Yrs of E
314,Software Tester, UnitLabs,  1+ Yrs of Exp · Software Testing · Information Technology (IT) · ISTQB · Computer Science · Engineering · Quality Assurance · Quality Control · QC - June 30,Entry Level,Full Time,Software Engneering ,  Work From Home
315,Software Project Manager," qTech. ""AlQemam""", Agile · Communication · Communication skills · Computer Science · Engineering · Information Technology (IT) · Management · Microsoft Office · Project - New,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
316,Senior IT Support Specialist, My Mall,· Technical Support · Computer Science · Information Technology (IT) · Installation · Communication · HTML · javaScript · Management · Systems · IS - July 29,Experienced,Full Time,IT Category,   2-4 Yrs of Ex
317,IT Demand Engineer Trainee, J&T Express Egypt, Yrs of Exp · Logic thinking · Computer Science · Information Technology (IT) · Programming · Debug · Computer Engineering · IT/Software Development - July 29,Entry Level,Internship,IT Category, Internship ·  0
318,Outdoor Sales Agent For IT Services, reBuyTech,· Outdoor Sales · Sales Skills · Corporate · Microsoft Office · Negotiation · Sales · Sales Target · Communication · English · Corporate Sales · IT - August 2,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
319,Mobile Developer (Flutter Developer), Fawry Banking & Payment Technology Services,· Computer Science · Information Technology (IT) · Software Development · Mobile Development · Android · iOS · APIs · Software · Development · Flutter - July 25,Experienced,Full Time,Software Engneering ,   2-3 Yrs of Ex
320,IT System Administrator (Outsource), Interact Technology Solutions,· Information Technology (IT) · Computer Science · Engineering · Communications · Desktop Operating Systems · Technical Support · MS SCCM · Print Server - June 23,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
321,Software Quality Control Engineer, GET Group- Egypt, ISTQB · Computer Science · Quality · Quality Control · Automation Testing · Test Cases · Technical Testing · Software Development · Software Testing - August 4,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
322,Global IT Infrastructure Service Delivery Manager, Majorel Egypt, of Exp · Computer Science · Information Technology (IT) · Communication Skills · Infrastructure · ITIL · IT · Customer Service · English · IT/Software Development - July 28,Manager,Full Time,IT Category,  Manager · 7+ Y
323,PHP Developer, ONGOING,· Computer Science · PHP · AJAX · Information Technology (IT) · JavaScript · jQuery · Software · Laravel · Software Development · HTML5 · CSS3 · Ajax.Net - New,Experienced,Full Time,Software Engneering ,   2-4 Yrs of Ex
324,.Net Core Back-End Developer -Internship, Alexandria For Programming,· Computer Science · Information Technology (IT) · English · Software Development · SQL · Software Engineering · SQL Server · Software · Microsoft SQL · MS SQL Server - New,Entry Level,Internship,Software Engneering , Internship ·  C
325,Senior Software Engineer, Path-Solutions,· HTML5 · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Angular · MVC · C# · ASP.NET · Bootstrap - June 13,Experienced,Full Time,Software Engneering ,   5-8 Yrs of Ex
326,Associate Software Engineer, Softec Technologies, Software Development · Software Engineering · Information Technology (IT) · JavaScript · .NET · Programming · C# · Linq · ORM · T-SQL · Visual Studio - June 15,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
327,Go Software Engineer - Jumia Pay, Jumia, Go · Redis · NoSQL · Computer Science · Information Technology (IT) · Software Engineering · Software Development · Docker · Software · Kubernetes - June 22,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
328,Software Testing Team Lead, 3D Diagnostix, Manager · 4-7 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Testing · Automation Testing · Automation · Software · Agile - July 26,Manager,Full Time,Software Engneering ,  Work From Home
329,Software Architect / DevOps Expert, Confidential, PHP · Mongo DB · Mongo · Symfony2 · Angular · Yii · Laravel · Symfony · Codeigniter · PHP5 · Startup · Amazon Travel · AWS · Elastic Search · MVC - June 26,Experienced,Full Time,Software Engneering ,   7+ Yrs of Exp
330,Mean Stack Software Engineer, EasyKash, NodeJS · AngularJS · jQuery · React · OOP · HTML5 · CSS3 · Agile · Full Stack · Computer Science · Computer Engineering · Information Technology (IT) - June 12,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
331,Software Project Manager, AWstreams,· Project Management · Information Technology (IT) · Software · Software Development · Agile · PMP · Project · Communication Skills · Scrum · English - July 11,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
332,Senior Software Quality Assurance Specialist, Smart IT, Quality Control · Software Testing · Quality Assurance · Software Development · QC · QA · Quality · Testing · Science · Computer Science · Automation - July 10,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
333,Software Project Manager, ZINAD IT, Information Technology (IT) · Project Management · Software · Agile · Project · Management · Computer Science · English · PMP · Communication · MS Office - June 16,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
334,Senior Quality Assurance Specialist - Software, Rasan,· Quality Assurance · Quality Control · Computer Science · Engineering · Testing · Quality · Software Development · Agile · Software · SQL · MS-SQL - June 21,Experienced,Full Time,Software Engneering ,   4-8 Yrs of Ex
335,Backend Developer, Raya Customer Experience,· Computer Science · End-user support · Engineering · Desktop Support · Technical Support · Information Technology · IT · Request Management Process · HTML5 - July 27,Experienced,Full Time,Software Engneering ,   2-3 Yrs of Ex
336,IT Internship - Alexandria, Sutherland, Yrs of Exp · Information Technology (IT) · Engineering · CCNA · Communication Skills · Networking · Computer Skills · Computer Science · IT/Software Development - July 6,Entry Level,Internship,IT Category, Internship ·  0
337,Senior Software Quality Control Tester -..., Procrew,· ISTQB · Testing Software · Information Technology · Software Development · Quality Control · QC · Testing · English · Computer Science · Agile · Quality - August 5,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
338,IT Specialist, LC Waikiki, Information Technology (IT) · Maintenance · Troubleshooting · MS Dynamics · POS Systems · Help Desk · POS · Technical Support · Windows Server · SQL - June 29,Experienced,Full Time,IT Category,   3+ Yrs of Exp
339,IT Project Manager, Confidential,rs of Exp · Project Management · Information Technology (IT) · Computer Science · Engineering · Management · Computer Engineering · PMP · Project · IT · Communication - June 27,Manager,Full Time,IT Category,  Manager · 8-10
340,Software Sales Representative, Appgain, Business · Sales · Sales Skills · Sales Target · Business Development · Software · Marketing · English · SaaS · Sales/Retail - August 7,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
341,Software Team Lead, appcorp, of Exp · Computer Science · Software · javaScript · Node.js · React · PHP · MySQL · CSS · API · HTML · Software Development · leadership Skills · Java - July 12,Manager,Full Time,Software Engneering ,  Manager · 8+ Y
342,Senior Software Tester - Quality Assurance, Confidential,· QA · QC · Quality Control · Quality Assurance · Software Testing · Test Cases · Selenium · Computer Science · Information Technology (IT) · ISQTB - July 10,Experienced,Full Time,Software Engneering ,   2-4 Yrs of Ex
343,Senior Software QA Engineer - Web & Desktop, TEMPO, Computer Science · Software Engineering · Software · Agile · Software Testing · Quality · QA · Testing · Git · Information Technology (IT) · javaScript - June 27,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
344,Back End Developer- Laravel, Asdaa,· Computer Science · Information Technology (IT) · Software Development · Software Engineering · PHP · Back-End · Programming · Web · CMS · Laravel - August 5,Experienced,Full Time,Software Engneering ,   3-4 Yrs of Ex
345,Java Full Stack Developer, ITS, javaScript · AngularJS · Java · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Programming · HTML5 · APIs - July 28,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
346,Senior Software Engineer In Test, Dalia,  3+ Yrs of Exp · Quality · Testing · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Software · Backend - July 12,Experienced,Full Time,Software Engneering ,  Work From Home
347,Software Quality Control Engineer - Part Time, Alexandria For Programming, Based · Work From Home ·  2-15 Yrs of Exp · Computer Science · Quality Control · Information Technology (IT) · Testing · Software Testing · Automation · Selenium - July 4,Experienced,Full Time And Part Time,Software Engneering , Part Time · Shi
348,IT Network & Systems Infrastructure Supervisor, Ceramica Cleopatra,s of Exp · Information Technology (IT) · Systems Infrastructure · Networks · Symantec Backup · MCSA · vSphere · SQL · Hyper-V · WAN · VPN · Network Security · LAN - New,Manager,Full Time,IT Category,  Manager · 3-5 
349,Senior Software Engineer, Softec Technologies, Information Technology (IT) · Computer Science · Software Development · Software Engineering · OOP · Web Development · SQL · HTML · XML · XSD · javaScript - June 15,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
350,Software Quality Engineer, GeoTech,  3-10 Yrs of Exp · Testing · Quality Control · Selenium · cypress · nightwatch · Automation · Postman · Cucumber · Computer Science · Scrum · API - June 20,Experienced,Full Time,Software Engneering ,  Work From Home
351,Sales Representative ( Software Industry ), Youxel, Sales · Sales Skills · Sales Target · Communication Skills · BRM · CRM · Customer Relationship · Telesales · Software · IT · Customer Service · Selling - June 28,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
352,Senior Full Stack .Net Developer, Excel Systems, Computer Science · Information Technology (IT) · Software Development · javaScript · .NET · C# · MVC · Software · ASP.NET · Software Engineering · Agile - New,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
353,Senior Backend Developer, Caelum Egypt, Computer Engineering · Development · Computer Science · Back-End Development · Engineering · Full Stack · Information Technology (IT) · MongoDB · MySQL - New,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
354,Senior Software Tester, Team 4 Security, Information Technology (IT) · Quality Control · Testing · Software Development · ISTQB · Mobile Testing · Software Testing · Software · Computer Science - June 21,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
355,Senior Java Backend Developer, Channel IT Egypt, Computer Science · Information Technology (IT) · Programming · Java · Development · Back End · Software Development · Software Engineering · SQL · MongoDB - New,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
356,Software Testing Team Leader, Testing Geeks, of Exp · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · Java · Management · Testing · Programming · API · Selenium - July 6,Manager,Full Time,Software Engneering ,  Manager · 8+ Y
357,Software Tech Lead, Inploy,s of Exp · Software Development · Computer Science · Computer Engineering · Information Technology (IT) · testing · Troubleshooting · Frontend · Fullstack · Engineering - June 23,Manager,Full Time,Software Engneering ,  Manager · 3-8 
358,Senior React js Developer-VOIS, VOIS Egypt,· React · Front-End · javaScript · Typescript · Information Technology (IT) · Computer Science · Software Development · HTML · CSS · Angular · JS · OOP - August 6,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
359,IT Security Specialist, Allamna Integrated Solutions,· Information Technology (IT) · Computer Science · Security · Installation · Troubleshooting · Firewalls · Installation/Maintenance/Repair - August 5,Experienced,Full Time,IT Category,   2-4 Yrs of Ex
360,Software Quality Control Engineer, Perfect Presentation, Software · Software Testing · Testing · Agile · Automation · Quality Control · Quality Assurance · Quality · Computer Science · ISTQB · SQL · Quality - August 5,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
361,Senior .NET Developer, ARPUPLUS,· Computer Science · Computer Engineering · .NET · C# · ASP.NET · MVC · Web API · Entity Framework · MSSQL · Linq · HTML 5 · jQuery · CSS · Bootstrap - New,Experienced,Full Time,Software Engneering ,   4-5 Yrs of Ex
362,IT System Administrator, Talaat Moustafa Group,· Information Technology (IT) · Computer Science · IT · System Administration · Engineering · Computer Engineering · Administration · VMWare · Security - August 4,Experienced,Full Time,IT Category,   6-8 Yrs of Ex
363,Software Tester, Dolf, Information Technology (IT) · Computer Science · Software Testing · Quality Control · Quality Assurance · Testing · Software Engineering · Quality · JMeter - June 16,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
364,iOS Developer, union coop, Information Technology (IT) · Computer Science · Software Development · JSON · REST · RESTful · APIs · UI · MVVM · Performance · iOS · Swift · SQL - July 5,Experienced,Full Time,Software Engneering ,   6+ Yrs of Exp
365,Sales Account Manager Software, Streams,rs of Exp · Sales Target · Sales Skills · Customer Service · Sales · Software · Selling · Customer Service/Support · IT/Software Development · Sales/Retail - August 2,Manager,Full Time,Software Engneering ,  Manager · 5-10
366,Senior PHP Developer, Expand Cart, PHP · Web Development · HTML · CSS · Bootstrap · jQuery · Angular JS · Information Technology (IT) · Full Stack · Front End · Back End · PHPTAL · HTML5 - New,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
367,Technical Software Architect, FILLFLIX for Software,· kafka · micro-services · Java · C · AWS · Spring Boot · rabbitMQ · activeMQ · Elastic Search · Jenkins · kubernets · Engineering · Software · Cloud - June 15,Experienced,Full Time,Software Engneering ,   5-7 Yrs of Ex
368,Senior Full Stack Developer (Python/Django), STC Solutions - Egypt,· Software · Information Technology (IT) · Django · React · Angular · Computer Science · Software Development · javaScript · Software Engineering · Jira - July 27,Experienced,Full Time,Software Engneering ,   4-7 Yrs of Ex
369,.Net Developer, AHCC,· .Net · ASP.Net · Computer Science · CSS · HTML5 · Information Technology (IT) · Programming · Software Development · JavaScript · MVC · jQuery · SQL - New,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
370,Software Quality Team Leader - Cairo, MoneyFellows, of Exp · Testing · Agile · Selenium · Test Automation tools · Continuous Deployments · Jira · Database · Security · TFS · Computer Science · Software Development - June 20,Manager,Full Time,Software Engneering ,  Manager · 6+ Y
371,Senior Full Stack Ruby ON Rails Developer, Fixed Solutions,· Computer Science · Information Technology (IT) · CSS · Software · PHP · React · jQuery · Development · Computer Engineering · javaScript · HTML · python - June 28,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
372,Sr Software Engineer (.Net), Centro Global Solutions,  1-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Computer Engineering · Software · SQL · Development · CSS - June 14,Entry Level,Full Time,Software Engneering ,  Work From Home
373,IT Quality Assurance Engineer, Arabian Advanced Systems,· Quality Assurance · Computer Science · IT · English · Quality Control · Quality · Engineering · Computer Engineering · Troubleshooting · Quality - June 30,Experienced,Full Time,IT Category,   5-8 Yrs of Ex
374,Senior Quality Assurance - Automation..., Rasan,· Quality Control · Quality Assurance · Computer Science · Engineering · Quality · QA · Testing · Agile · Automation · Selenium · SQL · C# · MS-SQL - July 5,Experienced,Full Time,Software Engneering ,   3-4 Yrs of Ex
375,Senior Java Spring Developer, STC Solutions - Egypt, Software Development · Java · Software · CI/CD · NoSQL · Backend · Information Technology (IT) · Computer Science · Software Engineering · MySQL · Jira - July 28,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
376,Flutter Developer, Teqneia,· Flutter · Mobile · Mobile Development · Computer Science · Information Technology (IT) · Software Development · Android · iOS · Design · Git · Software - New,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
377,Web Developer, outofthebox,· Software Development · Web Development · javaScript · SEO · Computer Science · Information Technology (IT) · Computer Engineering · jQuery - July 26,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
378,Senior Oracle Apss Developer, Atco Pharma For Pharmaceutical Industries,· Software Development · Oracle · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology - August 4,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
379,Java Developer, Onecard,· Information Technology (IT) · Software Development · Java · javaScript · Linux · HTML · J2EE · Hibernate · UML · Swing · SWT · Agile · MVC · JSP - August 5,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
380,Senior ASP.Net Developer, Online, Computer Science · Computer Engineering · Information Technology (IT) · ASP.NET · ASP · .NET · MVC · Web API · RESTful · JSON · SOAP · HTML · Git - August 4,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
381,Flutter Mobile Developer, Confidential, Computer Science · Information Technology (IT) · Development · Software · Software Development · Flutter · Applications · App Store · JSON · Firebase - August 4,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
382,PHP Laravel (Full Stack Developer), Confidential, PHP · Laravel · MySQL · Full Stack · Database Schemas · GraphQL API · RESTful APIs · Full Stack Development · Bootstrap 4 · Software Development · APIs - August 4,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
383,Senior IT Sales Executive, Confidential,· Sales · Sales Skills · Sales Target · Customer Service · English · Communication · Skills · IT · Industry · Customer Service/Support · Sales/Retail - July 1,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
384,Software Testing Team Leader, 360Imaging, Manager · 7+ Yrs of Exp · Software · Software Development · Software Testing · Test Automation · Jira · Computer Science · Information Technology (IT) · Agile · Testing - June 17,Manager,Full Time,Software Engneering ,  Work From Home
385,Backend Software Engineer, ShipBlu,  3+ Yrs of Exp · Information Technology (IT) · Software Engineering · Software Development · Computer Science · Software · Backend · Web Development - June 27,Experienced,Full Time,Software Engneering ,  Work From Home
386,IT Devops Systems Engineer, Si-Ware Systems,· Information Technology (IT) · Computer Engineering · Computer Science · System Administration · Networking · Automation · Installation/Maintenance/Repair - June 17,Entry Level,Full Time,IT Category,   0-3 Yrs of Ex
387,IT Specialist, Easy Group For Health and Beauty Care,· Information Technology (IT) · Computer Science · Installation · Technical Support · Information Systems · Systems · CCNA · MCSA · IT/Software Development - July 27,Experienced,Full Time,IT Category,   2-3 Yrs of Ex
388,IT Recruiter, BBI-Consultancy,· Human Resources (HR) · Recruitment · IT · Hiring · English · Human Resources · IT/Software Development - July 26,Experienced,Full Time,IT Category,   3-4 Yrs of Ex
389,Technical Support (Software), Tradeline Stores,· Information Technology (IT) · Computer Science · Technical Support · Software · Apple · iOS · Troubleshooting · Maintenance · Computer Maintenance - June 21,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
390,Senior IT System Admin, FlairsTech,· Information Technology (IT) · MySQL · PostgreSQL · Bitbucket · Apache · Computer Science · Computer Engineering · Database Administration · MMSQL - July 26,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
391,Senior Front End Developer, Caelum Egypt,· Computer Science · javaScript · Design · HTML · React · SASS · Web Development · Information Technology (IT) · Software Development · English · Software - July 29,Experienced,Full Time,Software Engneering ,   5-8 Yrs of Ex
392,Dot Net Full Stack Developer, Confidential,· Software Development · ASP.NET · Information Technology (IT) · javaScript · SQL · Computer Science · MVC · Java · Programming · OOP · XML · ASP - August 3,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
393,Senior Software Sales Specialist, Confidential,  3+ Yrs of Exp · Business Development · Software · Sales Skills · Sales · Customer Service · Business · English · Communication Skills · Sales Target - July 27,Experienced,Full Time,Software Engneering ,  Work From Home
394,Senior Java Developer, ARPUPLUS,· Java · Ubuntu OS · Web Development · Spring · Computer Science · Computer Engineering · javaScript · jQuery · Hibernate · Software Development · MVC - August 3,Experienced,Full Time,Software Engneering ,   3-4 Yrs of Ex
395,Node.js Backend Developer Remotely, GetTechForce.com,  3-10 Yrs of Exp · AWS · React · Backend · Software · developer · javaScript · remote · Information Technology (IT) · Computer Science · MySQL · Agile - June 15,Experienced,Full Time,Software Engneering ,  Work From Home
396,Senior Java Developer, Onecard, Information Technology (IT) · Software Development · Java · javaScript · HTML · UML · JSP · J2EE · MVC · Hibernate · Swing · SWT · Agile · JEE - July 26,Experienced,Full Time,Software Engneering ,   4+ Yrs of Exp
397,Scrum Master / Software Project Manager, Togar, Scrum · Computer Science · Software Development · Information Technology (IT) · Agile · Scrum Master · Software · XP · Agile Frameworks · English · Kanban - June 23,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
398,Business Development (Sr.) Manager, Confidential,rs of Exp · Business Development · Sales · Logistics · Marketing · Communication · English · Business Administration · Courier · Business Development - July 11,Manager,Full Time,Software Engneering ,  Manager · 8-15
399,Junior Java Developer, AllegianceMD, Programming · Software Development · Information Technology (IT) · Spring 3.x · JSFx · Primefaces · JUnit 4.x · Maven 3.x · Java · JSF2.x · HTML · MySQL - July 31,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
400,Application Development Team Leader, IDH,s of Exp · Information Technology (IT) · Software Development · Information Technology · Software · Microsoft Office · Computer Science · Computer Engineering - August 2,Manager,Full Time,Software Engneering ,  Manager · 5-8 
401,iOS Developer -Giza, OrderGO LTD, Computer Science · iOS · Mobile Development · Mobile · Development · Software · Information Technology (IT) · Swift · Software Development · Engineering - New,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
402,Product Owner - IT, WebBeds,· Information Technology (IT) · Product · Business Analysis · Agile · Computer Science · English · IT/Software Development · Engineering - Telecom/Technology - June 24,Experienced,Full Time,IT Category,   3-6 Yrs of Ex
403,Senior Front End Developer - Angular, EastNets,  2+ Yrs of Exp · Software Development · Angular · Computer Science · Information Technology (IT) · javaScript · CSS · HTML · Front End · Development - July 11,Experienced,Full Time,Software Engneering ,  Work From Home
404,Senior Software Quality Control Engineer, CreditGO,· Testing · Quality Control · Information Technology (IT) · Computer Science · Software · Engineering · English · Programming · Python · SDLC · Fin Tech - July 5,Experienced,Full Time,Software Engneering ,   2-5 Yrs of Ex
405,Middle Front End Developer, QCENTRIS, Computer Science · Information Technology (IT) · Software Development · javaScript · Azure · SASS · CSS3 · OOD · Redux · IT/Software Development - July 28,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
406,Senior Angular Developer, Confidential, Angular · front-end · Information Technology (IT) · Software Engineering · senior frontend · senior angular · Software Development · IT/Software Development - New,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
